/home/rs/24CS91R08/miniconda3/envs/venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[DEVICE] cuda
[GPU] NVIDIA L40 | VRAM 47.7GB
[MODEL] Loading processors...
[DATA] Building datasets...
[LLaVA-Instruct] 361411 samples
[GQA Train] 72140 unique image samples
[TextVQA] 34602 samples
[DATA] Total train samples: 468153
[MODEL] Loading CLIP (frozen)...

Loading weights:   0%|          | 0/199 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 199/199 [00:00<00:00, 53572.95it/s]
[transformers] [1mCLIPVisionModel LOAD REPORT[0m from: openai/clip-vit-base-patch32
Key                                                          | Status     |  | 
-------------------------------------------------------------+------------+--+-
text_model.encoder.layers.{0...11}.mlp.fc2.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc2.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.bias   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.weight | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.weight        | UNEXPECTED |  | 
text_model.embeddings.token_embedding.weight                 | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.weight        | UNEXPECTED |  | 
logit_scale                                                  | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.bias     | UNEXPECTED |  | 
text_model.final_layer_norm.bias                             | UNEXPECTED |  | 
text_model.embeddings.position_embedding.weight              | UNEXPECTED |  | 
text_model.final_layer_norm.weight                           | UNEXPECTED |  | 
text_projection.weight                                       | UNEXPECTED |  | 
visual_projection.weight                                     | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
[MODEL] Loading Qwen (trainable)...

Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 8784.77it/s]
[MODEL] Building proj1 (768→896 via 2048)...
[MODEL] Trainable: 501.6M / Total: 589.1M params
[CKPT] Loading Stage 1 NoGemma proj1 from ../checkpoints/stage1_nogemma/stage1_nogemma_best.pt
  Stage 1 val loss was: 3.3411 (epoch 4)

============================================================
EPOCH 1/3
============================================================
[DATA] Starting train loop... (29259 batches)

[Epoch 1/3] Step 1/29259 | Loss 2.4323 (avg 2.4323) | Elapsed 2s | ETA 16h 35m 2s | Samples/s 8
[Epoch 1/3] Step 2/29259 | Loss 2.3175 (avg 2.3749) | Elapsed 2s | ETA 9h 19m 12s | Samples/s 14
[Epoch 1/3] Step 3/29259 | Loss 2.1766 (avg 2.3088) | Elapsed 2s | ETA 6h 54m 6s | Samples/s 19
[Epoch 1/3] Step 4/29259 | Loss 2.0188 (avg 2.2363) | Elapsed 2s | ETA 5h 41m 46s | Samples/s 23
[Epoch 1/3] Step 5/29259 | Loss 1.9850 (avg 2.1860) | Elapsed 3s | ETA 4h 58m 13s | Samples/s 26
[Epoch 1/3] Step 6/29259 | Loss 1.7622 (avg 2.1154) | Elapsed 3s | ETA 4h 28m 53s | Samples/s 29
[Epoch 1/3] Step 7/29259 | Loss 2.0026 (avg 2.0993) | Elapsed 3s | ETA 4h 8m 18s | Samples/s 31
[Epoch 1/3] Step 8/29259 | Loss 1.8931 (avg 2.0735) | Elapsed 3s | ETA 3h 52m 59s | Samples/s 33
[Epoch 1/3] Step 9/29259 | Loss 2.0541 (avg 2.0713) | Elapsed 4s | ETA 3h 40m 42s | Samples/s 35
[Epoch 1/3] Step 10/29259 | Loss 1.9273 (avg 2.0569) | Elapsed 4s | ETA 3h 31m 51s | Samples/s 37
[Epoch 1/3] Step 11/29259 | Loss 1.9455 (avg 2.0468) | Elapsed 4s | ETA 3h 24m 0s | Samples/s 38
[Epoch 1/3] Step 12/29259 | Loss 1.9111 (avg 2.0355) | Elapsed 4s | ETA 3h 17m 28s | Samples/s 39
[Epoch 1/3] Step 13/29259 | Loss 2.0584 (avg 2.0373) | Elapsed 5s | ETA 3h 11m 52s | Samples/s 41
[Epoch 1/3] Step 14/29259 | Loss 2.0300 (avg 2.0367) | Elapsed 5s | ETA 3h 7m 4s | Samples/s 42
[Epoch 1/3] Step 15/29259 | Loss 1.9909 (avg 2.0337) | Elapsed 5s | ETA 3h 2m 54s | Samples/s 43
[Epoch 1/3] Step 16/29259 | Loss 1.9813 (avg 2.0304) | Elapsed 5s | ETA 2h 59m 18s | Samples/s 43
[Epoch 1/3] Step 17/29259 | Loss 1.9250 (avg 2.0242) | Elapsed 6s | ETA 2h 56m 8s | Samples/s 44
[Epoch 1/3] Step 18/29259 | Loss 1.9144 (avg 2.0181) | Elapsed 6s | ETA 2h 53m 17s | Samples/s 45
[Epoch 1/3] Step 19/29259 | Loss 1.8824 (avg 2.0110) | Elapsed 6s | ETA 2h 50m 39s | Samples/s 46
[Epoch 1/3] Step 20/29259 | Loss 2.0650 (avg 2.0137) | Elapsed 6s | ETA 2h 48m 16s | Samples/s 46
[Epoch 1/3] Step 21/29259 | Loss 1.8275 (avg 2.0048) | Elapsed 7s | ETA 2h 46m 15s | Samples/s 47
[Epoch 1/3] Step 22/29259 | Loss 2.0655 (avg 2.0076) | Elapsed 7s | ETA 2h 44m 25s | Samples/s 47
[Epoch 1/3] Step 23/29259 | Loss 1.6450 (avg 1.9918) | Elapsed 7s | ETA 2h 42m 39s | Samples/s 48
[Epoch 1/3] Step 24/29259 | Loss 1.7473 (avg 1.9816) | Elapsed 7s | ETA 2h 40m 56s | Samples/s 48
[Epoch 1/3] Step 25/29259 | Loss 1.9045 (avg 1.9785) | Elapsed 8s | ETA 2h 39m 29s | Samples/s 49
[Epoch 1/3] Step 26/29259 | Loss 1.6638 (avg 1.9664) | Elapsed 8s | ETA 2h 38m 6s | Samples/s 49
[Epoch 1/3] Step 27/29259 | Loss 1.8156 (avg 1.9608) | Elapsed 8s | ETA 2h 36m 49s | Samples/s 50
[Epoch 1/3] Step 28/29259 | Loss 1.9502 (avg 1.9605) | Elapsed 8s | ETA 2h 35m 54s | Samples/s 50
[Epoch 1/3] Step 29/29259 | Loss 1.7580 (avg 1.9535) | Elapsed 9s | ETA 2h 34m 51s | Samples/s 50
[Epoch 1/3] Step 30/29259 | Loss 1.8370 (avg 1.9496) | Elapsed 9s | ETA 2h 33m 47s | Samples/s 51
[Epoch 1/3] Step 31/29259 | Loss 1.9479 (avg 1.9495) | Elapsed 9s | ETA 2h 32m 51s | Samples/s 51
[Epoch 1/3] Step 32/29259 | Loss 1.8260 (avg 1.9457) | Elapsed 9s | ETA 2h 31m 59s | Samples/s 51
[Epoch 1/3] Step 33/29259 | Loss 1.9202 (avg 1.9449) | Elapsed 10s | ETA 2h 31m 11s | Samples/s 52
[Epoch 1/3] Step 34/29259 | Loss 1.9966 (avg 1.9464) | Elapsed 10s | ETA 2h 30m 27s | Samples/s 52
[Epoch 1/3] Step 35/29259 | Loss 1.9546 (avg 1.9467) | Elapsed 10s | ETA 2h 29m 44s | Samples/s 52
[Epoch 1/3] Step 36/29259 | Loss 1.7582 (avg 1.9414) | Elapsed 11s | ETA 2h 28m 59s | Samples/s 52
[Epoch 1/3] Step 37/29259 | Loss 1.8423 (avg 1.9387) | Elapsed 11s | ETA 2h 28m 17s | Samples/s 53
[Epoch 1/3] Step 38/29259 | Loss 1.8552 (avg 1.9365) | Elapsed 11s | ETA 2h 27m 42s | Samples/s 53
[Epoch 1/3] Step 39/29259 | Loss 1.7951 (avg 1.9329) | Elapsed 11s | ETA 2h 27m 11s | Samples/s 53
[Epoch 1/3] Step 40/29259 | Loss 2.0334 (avg 1.9354) | Elapsed 12s | ETA 2h 26m 36s | Samples/s 53
[Epoch 1/3] Step 41/29259 | Loss 2.2293 (avg 1.9426) | Elapsed 12s | ETA 2h 26m 4s | Samples/s 53
[Epoch 1/3] Step 42/29259 | Loss 1.6561 (avg 1.9358) | Elapsed 12s | ETA 2h 25m 34s | Samples/s 54
[Epoch 1/3] Step 43/29259 | Loss 1.6534 (avg 1.9292) | Elapsed 12s | ETA 2h 25m 2s | Samples/s 54
[Epoch 1/3] Step 44/29259 | Loss 1.8064 (avg 1.9264) | Elapsed 13s | ETA 2h 24m 35s | Samples/s 54
[Epoch 1/3] Step 45/29259 | Loss 1.9894 (avg 1.9278) | Elapsed 13s | ETA 2h 24m 9s | Samples/s 54
[Epoch 1/3] Step 46/29259 | Loss 2.0255 (avg 1.9299) | Elapsed 13s | ETA 2h 23m 45s | Samples/s 54
[Epoch 1/3] Step 47/29259 | Loss 1.7724 (avg 1.9266) | Elapsed 13s | ETA 2h 23m 20s | Samples/s 54
[Epoch 1/3] Step 48/29259 | Loss 1.9551 (avg 1.9272) | Elapsed 14s | ETA 2h 23m 0s | Samples/s 54
[Epoch 1/3] Step 49/29259 | Loss 1.8498 (avg 1.9256) | Elapsed 14s | ETA 2h 22m 38s | Samples/s 55
[Epoch 1/3] Step 50/29259 | Loss 1.5833 (avg 1.9188) | Elapsed 14s | ETA 2h 22m 22s | Samples/s 55
[Epoch 1/3] Step 51/29259 | Loss 1.9614 (avg 1.9196) | Elapsed 14s | ETA 2h 22m 1s | Samples/s 55
[Epoch 1/3] Step 52/29259 | Loss 1.9160 (avg 1.9195) | Elapsed 15s | ETA 2h 21m 43s | Samples/s 55
[Epoch 1/3] Step 53/29259 | Loss 1.8628 (avg 1.9185) | Elapsed 15s | ETA 2h 21m 25s | Samples/s 55
[Epoch 1/3] Step 381/29259 | Loss 1.7091 (avg 1.8437) | Elapsed 1m 41s | ETA 2h 8m 0s | Samples/s 60
[Epoch 1/3] Step 382/29259 | Loss 1.9058 (avg 1.8438) | Elapsed 1m 41s | ETA 2h 7m 59s | Samples/s 60
[Epoch 1/3] Step 383/29259 | Loss 1.9233 (avg 1.8440) | Elapsed 1m 41s | ETA 2h 7m 59s | Samples/s 60
[Epoch 1/3] Step 384/29259 | Loss 1.8441 (avg 1.8440) | Elapsed 1m 42s | ETA 2h 7m 59s | Samples/s 60
[Epoch 1/3] Step 385/29259 | Loss 1.8567 (avg 1.8441) | Elapsed 1m 42s | ETA 2h 7m 58s | Samples/s 60
[Epoch 1/3] Step 386/29259 | Loss 1.8480 (avg 1.8441) | Elapsed 1m 42s | ETA 2h 7m 59s | Samples/s 60
[Epoch 1/3] Step 387/29259 | Loss 1.8140 (avg 1.8440) | Elapsed 1m 42s | ETA 2h 7m 58s | Samples/s 60
[Epoch 1/3] Step 388/29259 | Loss 1.7860 (avg 1.8439) | Elapsed 1m 43s | ETA 2h 7m 58s | Samples/s 60
[Epoch 1/3] Step 389/29259 | Loss 1.7447 (avg 1.8436) | Elapsed 1m 43s | ETA 2h 7m 57s | Samples/s 60
[Epoch 1/3] Step 390/29259 | Loss 1.6825 (avg 1.8432) | Elapsed 1m 43s | ETA 2h 7m 57s | Samples/s 60
[Epoch 1/3] Step 391/29259 | Loss 1.6755 (avg 1.8428) | Elapsed 1m 43s | ETA 2h 7m 57s | Samples/s 60
[Epoch 1/3] Step 392/29259 | Loss 1.8521 (avg 1.8428) | Elapsed 1m 44s | ETA 2h 7m 56s | Samples/s 60
[Epoch 1/3] Step 393/29259 | Loss 1.8899 (avg 1.8429) | Elapsed 1m 44s | ETA 2h 7m 56s | Samples/s 60
[Epoch 1/3] Step 394/29259 | Loss 1.9000 (avg 1.8430) | Elapsed 1m 44s | ETA 2h 7m 56s | Samples/s 60
[Epoch 1/3] Step 395/29259 | Loss 1.8640 (avg 1.8431) | Elapsed 1m 45s | ETA 2h 7m 55s | Samples/s 60
[Epoch 1/3] Step 396/29259 | Loss 1.9118 (avg 1.8433) | Elapsed 1m 45s | ETA 2h 7m 55s | Samples/s 60
[Epoch 1/3] Step 397/29259 | Loss 1.8814 (avg 1.8434) | Elapsed 1m 45s | ETA 2h 7m 54s | Samples/s 60
[Epoch 1/3] Step 398/29259 | Loss 1.9250 (avg 1.8436) | Elapsed 1m 45s | ETA 2h 7m 54s | Samples/s 60
[Epoch 1/3] Step 399/29259 | Loss 1.8132 (avg 1.8435) | Elapsed 1m 46s | ETA 2h 7m 53s | Samples/s 60
[Epoch 1/3] Step 400/29259 | Loss 2.0762 (avg 1.8441) | Elapsed 1m 46s | ETA 2h 7m 53s | Samples/s 60
[Epoch 1/3] Step 401/29259 | Loss 1.6258 (avg 1.8435) | Elapsed 1m 46s | ETA 2h 7m 53s | Samples/s 60
[Epoch 1/3] Step 402/29259 | Loss 1.8992 (avg 1.8437) | Elapsed 1m 46s | ETA 2h 7m 52s | Samples/s 60
[Epoch 1/3] Step 403/29259 | Loss 1.8319 (avg 1.8436) | Elapsed 1m 47s | ETA 2h 7m 52s | Samples/s 60
[Epoch 1/3] Step 404/29259 | Loss 1.7057 (avg 1.8433) | Elapsed 1m 47s | ETA 2h 7m 52s | Samples/s 60
[Epoch 1/3] Step 405/29259 | Loss 1.9119 (avg 1.8435) | Elapsed 1m 47s | ETA 2h 7m 52s | Samples/s 60
[Epoch 1/3] Step 406/29259 | Loss 1.6018 (avg 1.8429) | Elapsed 1m 47s | ETA 2h 7m 51s | Samples/s 60
[Epoch 1/3] Step 407/29259 | Loss 1.8091 (avg 1.8428) | Elapsed 1m 48s | ETA 2h 7m 50s | Samples/s 60
[Epoch 1/3] Step 408/29259 | Loss 1.8650 (avg 1.8428) | Elapsed 1m 48s | ETA 2h 7m 50s | Samples/s 60
[Epoch 1/3] Step 409/29259 | Loss 1.7439 (avg 1.8426) | Elapsed 1m 48s | ETA 2h 7m 50s | Samples/s 60
[Epoch 1/3] Step 410/29259 | Loss 1.8832 (avg 1.8427) | Elapsed 1m 49s | ETA 2h 7m 49s | Samples/s 60
[Epoch 1/3] Step 411/29259 | Loss 1.8279 (avg 1.8427) | Elapsed 1m 49s | ETA 2h 7m 49s | Samples/s 60
[Epoch 1/3] Step 412/29259 | Loss 1.8233 (avg 1.8426) | Elapsed 1m 49s | ETA 2h 7m 49s | Samples/s 60
[Epoch 1/3] Step 413/29259 | Loss 1.7412 (avg 1.8424) | Elapsed 1m 49s | ETA 2h 7m 48s | Samples/s 60
[Epoch 1/3] Step 414/29259 | Loss 1.8313 (avg 1.8423) | Elapsed 1m 50s | ETA 2h 7m 48s | Samples/s 60
[Epoch 1/3] Step 415/29259 | Loss 1.9948 (avg 1.8427) | Elapsed 1m 50s | ETA 2h 7m 47s | Samples/s 60
[Epoch 1/3] Step 416/29259 | Loss 1.7866 (avg 1.8426) | Elapsed 1m 50s | ETA 2h 7m 47s | Samples/s 60
[Epoch 1/3] Step 417/29259 | Loss 1.7419 (avg 1.8423) | Elapsed 1m 50s | ETA 2h 7m 46s | Samples/s 60
[Epoch 1/3] Step 418/29259 | Loss 1.6556 (avg 1.8419) | Elapsed 1m 51s | ETA 2h 7m 46s | Samples/s 60
[Epoch 1/3] Step 419/29259 | Loss 1.7734 (avg 1.8417) | Elapsed 1m 51s | ETA 2h 7m 46s | Samples/s 60
[Epoch 1/3] Step 420/29259 | Loss 1.9591 (avg 1.8420) | Elapsed 1m 51s | ETA 2h 7m 45s | Samples/s 60
[Epoch 1/3] Step 421/29259 | Loss 1.9434 (avg 1.8422) | Elapsed 1m 51s | ETA 2h 7m 45s | Samples/s 60
[Epoch 1/3] Step 422/29259 | Loss 2.0075 (avg 1.8426) | Elapsed 1m 52s | ETA 2h 7m 44s | Samples/s 60
[Epoch 1/3] Step 423/29259 | Loss 1.8673 (avg 1.8427) | Elapsed 1m 52s | ETA 2h 7m 44s | Samples/s 60
[Epoch 1/3] Step 424/29259 | Loss 1.7248 (avg 1.8424) | Elapsed 1m 52s | ETA 2h 7m 44s | Samples/s 60
[Epoch 1/3] Step 425/29259 | Loss 1.8568 (avg 1.8425) | Elapsed 1m 52s | ETA 2h 7m 44s | Samples/s 60
[Epoch 1/3] Step 426/29259 | Loss 1.8945 (avg 1.8426) | Elapsed 1m 53s | ETA 2h 7m 43s | Samples/s 60
[Epoch 1/3] Step 427/29259 | Loss 1.7805 (avg 1.8424) | Elapsed 1m 53s | ETA 2h 7m 43s | Samples/s 60
[Epoch 1/3] Step 428/29259 | Loss 1.8036 (avg 1.8423) | Elapsed 1m 53s | ETA 2h 7m 43s | Samples/s 60
[Epoch 1/3] Step 429/29259 | Loss 1.9104 (avg 1.8425) | Elapsed 1m 54s | ETA 2h 7m 42s | Samples/s 60
[Epoch 1/3] Step 430/29259 | Loss 1.6780 (avg 1.8421) | Elapsed 1m 54s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 431/29259 | Loss 1.9325 (avg 1.8423) | Elapsed 1m 54s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 432/29259 | Loss 1.9080 (avg 1.8425) | Elapsed 1m 54s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 433/29259 | Loss 1.9378 (avg 1.8427) | Elapsed 1m 55s | ETA 2h 7m 40s | Samples/s 60
[Epoch 1/3] Step 434/29259 | Loss 1.6842 (avg 1.8423) | Elapsed 1m 55s | ETA 2h 7m 40s | Samples/s 60
[Epoch 1/3] Step 435/29259 | Loss 1.7850 (avg 1.8422) | Elapsed 1m 55s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 436/29259 | Loss 1.7867 (avg 1.8421) | Elapsed 1m 55s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 437/29259 | Loss 1.8219 (avg 1.8420) | Elapsed 1m 56s | ETA 2h 7m 41s | Samples/s 60
[Epoch 1/3] Step 438/29259 | Loss 1.7813 (avg 1.8419) | Elapsed 1m 56s | ETA 2h 7m 40s | Samples/s 60
[Epoch 1/3] Step 439/29259 | Loss 1.9289 (avg 1.8421) | Elapsed 1m 56s | ETA 2h 7m 40s | Samples/s 60
[Epoch 1/3] Step 440/29259 | Loss 1.8268 (avg 1.8421) | Elapsed 1m 56s | ETA 2h 7m 40s | Samples/s 60
[Epoch 1/3] Step 441/29259 | Loss 1.5359 (avg 1.8414) | Elapsed 1m 57s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 442/29259 | Loss 1.7500 (avg 1.8412) | Elapsed 1m 57s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 443/29259 | Loss 1.8954 (avg 1.8413) | Elapsed 1m 57s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 444/29259 | Loss 1.9080 (avg 1.8414) | Elapsed 1m 58s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 445/29259 | Loss 1.6515 (avg 1.8410) | Elapsed 1m 58s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 446/29259 | Loss 1.7281 (avg 1.8407) | Elapsed 1m 58s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 447/29259 | Loss 1.8227 (avg 1.8407) | Elapsed 1m 58s | ETA 2h 7m 38s | Samples/s 60
[Epoch 1/3] Step 448/29259 | Loss 1.8189 (avg 1.8407) | Elapsed 1m 59s | ETA 2h 7m 39s | Samples/s 60
[Epoch 1/3] Step 449/29259 | Loss 1.7779 (avg 1.8405) | Elapsed 1m 59s | ETA 2h 7m 38s | Samples/s 60
[Epoch 1/3] Step 450/29259 | Loss 1.7943 (avg 1.8404) | Elapsed 1m 59s | ETA 2h 7m 38s | Samples/s 60
[Epoch 1/3] Step 451/29259 | Loss 1.8916 (avg 1.8405) | Elapsed 1m 59s | ETA 2h 7m 38s | Samples/s 60
[Epoch 1/3] Step 452/29259 | Loss 1.6794 (avg 1.8402) | Elapsed 2m 0s | ETA 2h 7m 37s | Samples/s 60
[Epoch 1/3] Step 453/29259 | Loss 1.9006 (avg 1.8403) | Elapsed 2m 0s | ETA 2h 7m 37s | Samples/s 60
[Epoch 1/3] Step 454/29259 | Loss 1.9041 (avg 1.8404) | Elapsed 2m 0s | ETA 2h 7m 36s | Samples/s 60
[Epoch 1/3] Step 455/29259 | Loss 1.8978 (avg 1.8406) | Elapsed 2m 0s | ETA 2h 7m 36s | Samples/s 60
[Epoch 1/3] Step 456/29259 | Loss 1.7171 (avg 1.8403) | Elapsed 2m 1s | ETA 2h 7m 36s | Samples/s 60
[Epoch 1/3] Step 457/29259 | Loss 1.7142 (avg 1.8400) | Elapsed 2m 1s | ETA 2h 7m 35s | Samples/s 60
[Epoch 1/3] Step 458/29259 | Loss 1.7878 (avg 1.8399) | Elapsed 2m 1s | ETA 2h 7m 35s | Samples/s 60
[Epoch 1/3] Step 459/29259 | Loss 1.7388 (avg 1.8397) | Elapsed 2m 1s | ETA 2h 7m 34s | Samples/s 60
[Epoch 1/3] Step 460/29259 | Loss 1.7837 (avg 1.8396) | Elapsed 2m 2s | ETA 2h 7m 34s | Samples/s 60
[Epoch 1/3] Step 461/29259 | Loss 1.8910 (avg 1.8397) | Elapsed 2m 2s | ETA 2h 7m 33s | Samples/s 60
[Epoch 1/3] Step 462/29259 | Loss 1.8055 (avg 1.8396) | Elapsed 2m 2s | ETA 2h 7m 33s | Samples/s 60
[Epoch 1/3] Step 463/29259 | Loss 1.8065 (avg 1.8395) | Elapsed 2m 3s | ETA 2h 7m 32s | Samples/s 60
[Epoch 1/3] Step 464/29259 | Loss 1.7121 (avg 1.8393) | Elapsed 2m 3s | ETA 2h 7m 32s | Samples/s 60
[Epoch 1/3] Step 465/29259 | Loss 1.7873 (avg 1.8391) | Elapsed 2m 3s | ETA 2h 7m 32s | Samples/s 60
[Epoch 1/3] Step 466/29259 | Loss 1.7892 (avg 1.8390) | Elapsed 2m 3s | ETA 2h 7m 31s | Samples/s 60
[Epoch 1/3] Step 467/29259 | Loss 1.7200 (avg 1.8388) | Elapsed 2m 4s | ETA 2h 7m 31s | Samples/s 60
[Epoch 1/3] Step 468/29259 | Loss 1.7447 (avg 1.8386) | Elapsed 2m 4s | ETA 2h 7m 30s | Samples/s 60
[Epoch 1/3] Step 469/29259 | Loss 1.8469 (avg 1.8386) | Elapsed 2m 4s | ETA 2h 7m 30s | Samples/s 60
[Epoch 1/3] Step 470/29259 | Loss 1.9541 (avg 1.8388) | Elapsed 2m 4s | ETA 2h 7m 30s | Samples/s 60
[Epoch 1/3] Step 471/29259 | Loss 1.6254 (avg 1.8384) | Elapsed 2m 5s | ETA 2h 7m 29s | Samples/s 60
[Epoch 1/3] Step 472/29259 | Loss 1.6276 (avg 1.8379) | Elapsed 2m 5s | ETA 2h 7m 29s | Samples/s 60
[Epoch 1/3] Step 473/29259 | Loss 1.7746 (avg 1.8378) | Elapsed 2m 5s | ETA 2h 7m 28s | Samples/s 60
[Epoch 1/3] Step 474/29259 | Loss 1.8444 (avg 1.8378) | Elapsed 2m 5s | ETA 2h 7m 28s | Samples/s 60
[Epoch 1/3] Step 475/29259 | Loss 1.8137 (avg 1.8378) | Elapsed 2m 6s | ETA 2h 7m 27s | Samples/s 60
[Epoch 1/3] Step 476/29259 | Loss 1.5634 (avg 1.8372) | Elapsed 2m 6s | ETA 2h 7m 27s | Samples/s 60
[Epoch 1/3] Step 477/29259 | Loss 1.7999 (avg 1.8371) | Elapsed 2m 6s | ETA 2h 7m 26s | Samples/s 60
[Epoch 1/3] Step 478/29259 | Loss 1.8940 (avg 1.8372) | Elapsed 2m 6s | ETA 2h 7m 26s | Samples/s 60
[Epoch 1/3] Step 479/29259 | Loss 1.7666 (avg 1.8371) | Elapsed 2m 7s | ETA 2h 7m 26s | Samples/s 60
[Epoch 1/3] Step 480/29259 | Loss 1.8492 (avg 1.8371) | Elapsed 2m 7s | ETA 2h 7m 25s | Samples/s 60
[Epoch 1/3] Step 481/29259 | Loss 1.8661 (avg 1.8372) | Elapsed 2m 7s | ETA 2h 7m 25s | Samples/s 60
[Epoch 1/3] Step 482/29259 | Loss 1.8616 (avg 1.8372) | Elapsed 2m 8s | ETA 2h 7m 24s | Samples/s 60
[Epoch 1/3] Step 483/29259 | Loss 1.9485 (avg 1.8375) | Elapsed 2m 8s | ETA 2h 7m 24s | Samples/s 60
[Epoch 1/3] Step 484/29259 | Loss 1.8487 (avg 1.8375) | Elapsed 2m 8s | ETA 2h 7m 24s | Samples/s 60
[Epoch 1/3] Step 485/29259 | Loss 1.6984 (avg 1.8372) | Elapsed 2m 8s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 486/29259 | Loss 1.5828 (avg 1.8367) | Elapsed 2m 9s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 487/29259 | Loss 1.7688 (avg 1.8365) | Elapsed 2m 9s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 488/29259 | Loss 1.7631 (avg 1.8364) | Elapsed 2m 9s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 489/29259 | Loss 1.9162 (avg 1.8365) | Elapsed 2m 9s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 490/29259 | Loss 1.8596 (avg 1.8366) | Elapsed 2m 10s | ETA 2h 7m 23s | Samples/s 60
[Epoch 1/3] Step 491/29259 | Loss 1.7138 (avg 1.8363) | Elapsed 2m 10s | ETA 2h 7m 22s | Samples/s 60
[Epoch 1/3] Step 492/29259 | Loss 1.8579 (avg 1.8364) | Elapsed 2m 10s | ETA 2h 7m 22s | Samples/s 60
[Epoch 1/3] Step 493/29259 | Loss 1.7085 (avg 1.8361) | Elapsed 2m 10s | ETA 2h 7m 22s | Samples/s 60
[Epoch 1/3] Step 494/29259 | Loss 1.6967 (avg 1.8358) | Elapsed 2m 11s | ETA 2h 7m 21s | Samples/s 60
[Epoch 1/3] Step 495/29259 | Loss 1.6944 (avg 1.8356) | Elapsed 2m 11s | ETA 2h 7m 21s | Samples/s 60
[Epoch 1/3] Step 496/29259 | Loss 1.9086 (avg 1.8357) | Elapsed 2m 11s | ETA 2h 7m 21s | Samples/s 60
[Epoch 1/3] Step 497/29259 | Loss 1.6979 (avg 1.8354) | Elapsed 2m 12s | ETA 2h 7m 21s | Samples/s 60
[Epoch 1/3] Step 498/29259 | Loss 1.8001 (avg 1.8354) | Elapsed 2m 12s | ETA 2h 7m 20s | Samples/s 60
[Epoch 1/3] Step 499/29259 | Loss 1.7390 (avg 1.8352) | Elapsed 2m 12s | ETA 2h 7m 20s | Samples/s 60
